Linux 5.15.0-131-generic (node0.parthaw-244100.hyflowtm-pg0.clemson.cloudlab.us) 	03/01/2025 	_x86_64_	(128 CPU)

11:23:04 PM kbmemfree   kbavail kbmemused  %memused kbbuffers  kbcached  kbcommit   %commit  kbactive   kbinact   kbdirty
12:51:44 AM 496787232 496997316  16212172      3.07    222624  13192604 123064780     22.95   3392124  23798660       248
12:51:54 AM 496741760 496952580  16254920      3.08    222640  13192748 123069432     22.95   3392136  23786304       300
12:52:04 AM 496744276 496954920  16250124      3.08    222664  13192904 123045232     22.94   3392164  23700680       208
12:52:14 AM 496655456 496868084  16331972      3.09    222740  13193048 123047184     22.94   3392236  23781084       464
12:52:24 AM 496649676 496863492  16339612      3.10    222808  13194160 123105784     22.95   3392296  23762016       472
12:52:34 AM 496483904 496699360  16502928      3.13    222824  13194320 123195640     22.97   3392324  23942716       264
12:52:44 AM 496533372 496747884  16454596      3.12    222844  13194524 123133132     22.96   3392344  23884332       276
12:52:54 AM 496691728 496906312  16248924      3.08    222856  13241584 123027684     22.94   3392356  23721172       224
12:53:04 AM 496693204 496907552  16251180      3.08    222872  13241720 123026480     22.94   3392368  23757788       284
12:53:14 AM 496703544 496917808  16239632      3.08    222888  13241868 123053456     22.94   3392380  23744460       232
12:53:24 AM 496619620 496834452  16325824      3.09    222904  13242780 123082364     22.95   3392392  23855800       264
12:53:34 AM 496583744 496798312  16361684      3.10    222912  13242924 123099964     22.95   3392420  23862564       312
12:53:44 AM 496649648 496864180  16298704      3.09    222928  13243108 123092432     22.95   3392436  23823220       192
12:53:54 AM 496994976 497209476  15954564      3.02    222944  13243156 122830496     22.90   3392452  23501460       184
12:54:04 AM 497015052 497229572  15934464      3.02    222960  13243164 122817912     22.90   3392456  23498176        68
12:54:14 AM 497023528 497238100  15925948      3.02    222976  13243184 122817912     22.90   3392480  23497456        52
12:54:24 AM 497038756 497253728  15909980      3.01    223000  13243888 122817912     22.90   3392496  23498044       244
12:54:34 AM 497052504 497267644  15896208      3.01    223016  13243896 122817912     22.90   3392512  23497924        84
12:54:44 AM 497062980 497278280  15885648      3.01    223032  13243956 122817912     22.90   3392532  23497920        20
12:54:54 AM 497082240 497297608  15866364      3.01    223048  13243964 122817912     22.90   3392548  23498900        20
12:55:04 AM 497094680 497310112  15853904      3.00    223064  13243968 122817912     22.90   3392560  23499592        92
12:55:14 AM 497112836 497328324  15835744      3.00    223080  13243984 122817912     22.90   3392580  23506988        68
12:55:24 AM 497126436 497342508  15821144      3.00    223100  13244932 122817912     22.90   3392592  23508520        32
12:55:34 AM 497138224 497354488  15809340      2.99    223116  13244932 122817912     22.90   3392608  23508220         8
12:55:44 AM 497149528 497365908  15797964      2.99    223132  13244980 122817912     22.90   3392624  23508584        12
12:55:54 AM 497159044 497375456  15788424      2.99    223148  13244988 122817912     22.90   3392640  23508724        20
12:56:04 AM 497171992 497388464  15775516      2.99    223164  13244988 122817912     22.90   3392656  23507140        24
12:56:14 AM 497177032 497393548  15770444      2.99    223180  13245004 122818472     22.90   3392672  23507156        20
12:56:24 AM 497185080 497401968  15761652      2.99    223196  13245696 122817912     22.90   3392692  23506912       392
12:56:34 AM 497193336 497410400  15753376      2.98    223212  13245700 122817912     22.90   3392708  23505592       224
12:56:44 AM 497198468 497415692  15748164      2.98    223228  13245760 122817912     22.90   3392724  23505924       104
12:56:54 AM 497203228 497420480  15743396      2.98    223236  13245760 122817912     22.90   3392732  23506024        72
12:57:04 AM 497208724 497426048  15737884      2.98    223252  13245760 122817912     22.90   3392748  23504896        52
12:57:14 AM 497214156 497431528  15732412      2.98    223264  13245784 122817912     22.90   3392760  23503932        84
12:57:24 AM 497220044 497438044  15725372      2.98    223408  13246752 122817912     22.90   3392824  23505088        12
12:57:34 AM 497225188 497443340  15720208      2.98    223424  13246752 122817912     22.90   3392864  23505264        16
12:57:44 AM 497232904 497451312  15712416      2.98    223440  13246812 122817912     22.90   3392900  23505132       140
12:57:54 AM 497238372 497456904  15706932      2.98    223456  13246812 122817912     22.90   3392924  23504560        12
12:58:04 AM 497243648 497462224  15701632      2.97    223472  13246820 122817912     22.90   3392944  23504576        28
12:58:14 AM 497247440 497466092  15697796      2.97    223488  13246832 122817912     22.90   3392960  23504212        84
12:58:24 AM 497251508 497470756  15692604      2.97    223888  13247520 122822096     22.90   3393108  23507156       804
12:58:34 AM 497253440 497472872  15690660      2.97    223904  13247524 122817912     22.90   3393200  23505848        68
12:58:44 AM 497254272 497473928  15689736      2.97    223920  13247588 122817912     22.90   3393280  23505304       108
12:58:54 AM 497254712 497474620  15689444      2.97    223936  13247584 122817912     22.90   3393368  23505048       244
12:59:04 AM 497255512 497475508  15688636      2.97    223952  13247596 122817912     22.90   3393412  23504932       208
12:59:14 AM 497257216 497477276  15686912      2.97    223968  13247600 122817912     22.90   3393440  23504780        48
12:59:24 AM 497258704 497479448  15684452      2.97    223984  13248528 122817912     22.90   3393468  23505920       800
12:59:34 AM 497264992 497485992  15678152      2.97    224008  13248544 122817912     22.90   3393496  23506200        68
12:59:44 AM 497267944 497489048  15675108      2.97    224024  13248596 122817912     22.90   3393512  23506344         4
12:59:54 AM 497269444 497490592  15673576      2.97    224040  13248604 122817912     22.90   3393528  23506148        72
01:00:04 AM 497270336 497491504  15672660      2.97    224056  13248604 122817912     22.90   3393548  23506360        56
01:00:14 AM 497269868 497491116  15673104      2.97    224072  13248612 122817912     22.90   3393560  23511044        84
01:00:24 AM 497267264 497489040  15675024      2.97    224088  13249352 122822284     22.90   3393584  23521064       796
01:00:34 AM 497270884 497492752  15671380      2.97    224104  13249356 122817912     22.90   3393596  23520048        32
01:00:44 AM 497274704 497496668  15667496      2.97    224120  13249404 122817912     22.90   3393616  23519692       116
01:00:54 AM 497279092 497501164  15663076      2.97    224132  13249412 122817912     22.90   3393628  23519568        80
01:01:04 AM 497280572 497502656  15661580      2.97    224148  13249412 122817912     22.90   3393640  23519568        76
01:01:14 AM 497281428 497503512  15660680      2.97    224164  13249428 122817912     22.90   3393656  23519104        76
01:01:24 AM 497283500 497506252  15657576      2.97    224188  13250416 122818936     22.90   3394412  23517880       696
01:01:34 AM 508126892 508350336   5338084      1.01    224288  12777820  22643588      4.22   7000660   9472700       544
01:01:44 AM 503752860 503981696  14373584      2.72    224732   8065188 115725528     21.58   3395996  17153700       368
01:01:54 AM 503469952 503700988  14652248      2.78    224872   8067248 116930868     21.80   3396136  17423524      1016
01:02:04 AM 503365012 503598060  14754496      2.79    224884   8070036 116932888     21.80   3396152  17471868       368
01:02:14 AM 503447692 503686348  14617724      2.77    225364   8124628 115964608     21.62   3397600  17452272       656
01:02:24 AM 503038120 503278908  15023000      2.85    225504   8127368 117299844     21.87   3397744  17864464       964
01:02:34 AM 502796424 503039104  15262036      2.89    225520   8130076 117444464     21.90   3397760  18052304       348
01:02:44 AM 503710936 503959928  14339864      2.72    225984   8133336 115771368     21.59   3399212  17237768       596
01:02:54 AM 502707580 502958380  15286704      2.90    226104   8188776 117550972     21.92   3399352  18189236       880
01:03:04 AM 502281044 502533620  15711468      2.98    226132   8190500 117807640     21.97   3399380  18536464       680
01:03:14 AM 513038720 513292412   5188532      0.98    226188   8033492  16720288      3.12   3398916   8105436      1056
01:03:24 AM 502310620 502568832  15628800      2.96    226624   8241176 117848024     21.97   3400804  18552124       248
01:03:34 AM 501896284 502156216  16033272      3.04    226752   8250584 118195052     22.04   3400928  18946268       328
01:03:44 AM 501676620 501938292  16249616      3.08    226760   8253876 118381028     22.07   3400940  19156484       272
01:03:54 AM 504033104 504297452  14131576      2.68    227052   8043148  89145216     16.62   3401396  17066628       720
01:04:04 AM 501646904 501915232  16221284      3.07    227232   8308448 118319552     22.06   3402380  19101960       232
01:04:14 AM 501298944 501568760  16561876      3.14    227368   8315644 118346048     22.07   3402512  19393676       328
01:04:24 AM 501012792 501283960  16846208      3.19    227376   8317012 118778576     22.15   3402520  19669924       272
01:04:34 AM 513105524 513377804   5100828      0.97    227432   8050312  16720288      3.12   3402052   8100548       152
01:04:44 AM 501850600 502129072  14239548      2.70    227856  10087368 118655476     22.12   3403888  19040772       144
01:04:54 AM 501693884 501972948  14391532      2.73    227876  10091080 118739260     22.14   3403932  19199440       224
01:05:04 AM 501615428 501895044  14469232      2.74    227888  10091628 118767500     22.15   3403940  19251600       604
01:05:14 AM 501569292 501849636  14496616      2.75    228028  10110212 118826768     22.16   3404072  19323588       508
01:05:24 AM 501589468 501870308  14466616      2.74    228036  10119796 118778456     22.15   3404088  19280696       620
01:05:34 AM 501589020 501870472  14466412      2.74    228052  10120328 118807252     22.15   3404104  19316204       564
01:05:44 AM 502671840 502958636  14178324      2.69    228524   9324704 116801920     21.78   3405532  18235708      3476
01:05:54 AM 501763164 502050532  14405928      2.73    228540  10004324 118685544     22.13   3405584  19155080       872
01:06:04 AM 501670712 501958700  14497300      2.75    228552  10004896 118745428     22.14   3405592  19243924       500
01:06:14 AM 501595544 501884152  14547412      2.76    228680  10029380 118796700     22.15   3405684  19305236       300
01:06:24 AM 501589744 501878964  14552848      2.76    228700  10029952 118745736     22.14   3405740  19276844       296
01:06:34 AM 504875804 505165504  11267456      2.13    228708  10030512  81157924     15.13   3645652  15772060       348
01:06:44 AM 501471896 501766540  14266736      2.70    229184  10433652 118040036     22.01   3407124  19463932       180
01:06:54 AM 499549760 499844756  14432636      2.73    229200  12188516 120882148     22.54   3407176  21373452       208
01:07:04 AM 499391088 499686488  14590512      2.76    229216  12188908 120946816     22.55   3407188  21515924       200
01:07:14 AM 499263764 499559556  14717432      2.79    229224  12189300 121049804     22.57   3407200  21627428       216
01:07:24 AM 499283452 499579648  14697152      2.78    229272  12189660 121007920     22.56   3407232  21606956       356
01:07:34 AM 499205328 499502068  14774184      2.80    229376  12190064 121097592     22.58   3407344  21700224       160
01:07:44 AM 499309060 499606628  14662636      2.78    229384  12198140 120958432     22.55   3407352  21566564       196
01:07:54 AM 499266096 499564208  14704752      2.79    229388  12198492 120998716     22.56   3407360  21613596       148
01:08:04 AM 499258924 499557416  14711752      2.79    229404  12198852 121036348     22.57   3407376  21637932       628
01:08:14 AM 502766680 503071764  14060700      2.66    229876   9339224 116546368     21.73   3408824  18115472       772
01:08:24 AM 499707164 500012576  14523364      2.75    229888  11935272 120717168     22.51   3408852  21188312       968
01:08:34 AM 499519876 499825652  14661924      2.78    229904  11983388 120851112     22.53   3408864  21380876       424
01:08:44 AM 499402564 499708808  14778892      2.80    229916  11983836 120952888     22.55   3408876  21491432       468
01:08:54 AM 499335416 499642004  14845172      2.81    229928  11984200 121004816     22.56   3408888  21553568       424
01:09:04 AM 499302960 499610080  14877080      2.82    230064  11984580 121061692     22.57   3409000  21612832       516
01:09:14 AM 499398200 499706016  14780844      2.80    230080  11985588 120919456     22.55   3409040  21494772      1328
01:09:24 AM 499369040 499677552  14809488      2.81    230096  11985948 120960872     22.55   3409056  21551392       256
01:09:34 AM 510457524 510767072   5388972      1.02    230120  10390188  21327416      3.98   5144940   8972292      1284
01:09:44 AM 501420764 501734664  14399472      2.73    230704  10336128 117976140     22.00   3410632  19349076       184
01:09:54 AM 500606960 500921084  14726468      2.79    230720  10814548 119550956     22.29   3410648  20054300       184
01:10:04 AM 499954900 500269096  14923160      2.83    230732  11273292 120049036     22.38   3410656  20645396       168
01:10:14 AM 499787152 500101468  15094484      2.86    230744  11273444 120141632     22.40   3410668  20736940       124
01:10:24 AM 499841956 500156360  15037040      2.85    230760  11273580 120159216     22.41   3410684  20710656       112
01:10:34 AM 499807300 500121868  15073460      2.86    230776  11276080 120148664     22.40   3410700  20762068        88
01:10:44 AM 499766740 500081908  15112788      2.86    230792  11276892 120196728     22.41   3410716  20773072        84
01:10:54 AM 499654716 499970260  15207588      2.88    230804  11293488 120292840     22.43   3410724  20912588        48
01:11:04 AM 499637188 499952872  15224248      2.88    230812  11293640 120366700     22.44   3410736  20964400        76
01:11:14 AM 499636668 499952488  15223588      2.88    230820  11293788 120319820     22.43   3410744  20966676        16
01:11:24 AM 499680448 499996420  15181508      2.88    230836  11293928 120301068     22.43   3410756  20939188       216
01:11:34 AM 499611660 499927836  15149836      2.87    230892  11396016 120424080     22.45   3410808  21027928       284
01:11:44 AM 499509004 499826336  15250820      2.89    230972  11397224 120468636     22.46   3410884  21121484      1900
01:11:54 AM 499451016 499768772  15307484      2.90    231008  11397400 120514356     22.47   3410932  21141736       424
01:12:04 AM 499384520 499702440  15373672      2.91    231020  11397564 120494404     22.47   3410944  21156156       420
01:12:14 AM 499576376 499894460  15183064      2.88    231032  11397700 120343188     22.44   3410956  20996704       340
01:12:24 AM 499659140 499977396  15099800      2.86    231048  11397844 120290444     22.43   3410972  20914772       204
01:12:34 AM 499632480 499950880  15127088      2.87    231060  11397992 120298004     22.43   3410984  20962316       156
01:12:44 AM 499558036 499877188  15199872      2.88    231076  11398940 120319784     22.43   3411000  20975840       176
01:12:54 AM 499550976 499870480  15206180      2.88    231092  11399084 120371332     22.44   3411016  21036268       316
01:13:04 AM 499544800 499864512  15212460      2.88    231108  11399240 120386588     22.45   3411032  21061724       180
01:13:14 AM 499492800 499812656  15266076      2.89    231124  11399388 120410008     22.45   3411044  21060144       164
01:13:24 AM 500315848 500639684  17637872      3.34    231468   8202476 113298200     21.13   3411776  20586356      2168
01:13:34 AM 500399504 500724528  14679808      2.78    231492  11070772 119796148     22.34   3412456  20293432       492
01:13:44 AM 499969060 500294308  14937624      2.83    231508  11245536 120137920     22.40   3412472  20737332       148
01:13:54 AM 499773272 500098704  15134728      2.87    231520  11245700 120246936     22.42   3412484  20868828       104
01:14:04 AM 499764296 500089892  15143648      2.87    231532  11245848 120306708     22.43   3412488  20875672       244
01:14:14 AM 499766836 500092544  15140712      2.87    231548  11245992 120243404     22.42   3412508  20858236        44
01:14:24 AM 499706916 500033020  15185244      2.88    231560  11264132 120337188     22.44   3412520  20955244       636
01:14:34 AM 499612320 499939028  15273508      2.89    231568  11264552 120415720     22.45   3412524  20998608       360
01:14:44 AM 499423212 499750128  15466196      2.93    231584  11264740 120486056     22.47   3412544  21137032       368
01:14:54 AM 499432728 499759820  15453880      2.93    231596  11264896 120500116     22.47   3412556  21127988       252
01:15:04 AM 499400832 499728068  15486872      2.93    231616  11265056 120513016     22.47   3412568  21138892       396
01:15:14 AM 499310676 499638136  15577428      2.95    231688  11265188 120530596     22.47   3412620  21200884       236
01:15:24 AM 499316700 499644736  15570972      2.95    231748  11265976 120562240     22.48   3412704  21208724      1312
01:15:34 AM 499289268 499618156  15597440      2.95    231772  11266492 120630144     22.49   3412728  21250992       232
01:15:44 AM 499279528 499608636  15584936      2.95    231784  11287032 120548208     22.48   3412732  21226812       228
01:15:54 AM 499332032 499661312  15470284      2.93    231800  11351192 120492732     22.47   3412760  21162908       196
01:16:04 AM 499250140 499579572  15547204      2.95    231816  11354852 120518828     22.47   3412772  21220768       172
01:16:14 AM 499272260 499601888  15526108      2.94    231828  11355020 120546960     22.48   3412784  21245988       144
01:16:24 AM 499214696 499544764  15582124      2.95    231836  11355656 120591484     22.49   3412792  21260228       884
01:16:34 AM 499228016 499558736  15568500      2.95    231848  11356108 120565712     22.48   3412804  21267292       164
01:16:44 AM 513155308 513486484   4982524      0.94    231896   8098552  16187808      3.02   3412332   8060624        24
01:16:54 AM 499861964 500199396  14717452      2.79    232420  11569336 120325368     22.44   3414356  20841984       688
01:17:04 AM 499108220 499445908  14941520      2.83    232440  12096372 120892116     22.54   3414368  21602268       668
01:17:14 AM 498915796 499253616  15134512      2.87    232456  12096488 120953056     22.55   3414384  21736440       352
01:17:24 AM 498658800 498997728  15285748      2.90    232468  12195000 121114712     22.58   3414396  21848768       324
01:17:34 AM 498636336 498975416  15306408      2.90    232480  12199812 121147664     22.59   3414408  21845112       260
01:17:44 AM 498460824 498799892  15317912      2.90    232488  12357824 121291300     22.62   3414416  22040320       328
01:17:54 AM 498384828 498724824  15394256      2.92    232492  12358572 121359284     22.63   3414420  22067548       588
01:18:04 AM 498241280 498581540  15539484      2.94    232504  12358720 121417112     22.64   3414432  22186640       288
01:18:14 AM 498215960 498557140  15563912      2.95    232508  12358864 121533520     22.66   3414436  22246768       272
01:18:24 AM 498099552 498440476  15681088      2.97    232520  12359008 121559868     22.67   3414456  22329424       272
01:18:34 AM 498231192 498572500  15543308      2.94    232536  12359136 121444220     22.64   3414472  22191972       168
01:18:44 AM 498139176 498480120  15640520      2.96    232556  12359332 121467664     22.65   3414492  22259268       152
01:18:54 AM 498074304 498416032  15706552      2.98    232640  12360464 121580180     22.67   3414576  22381760       520
01:19:04 AM 498060756 498402992  15720240      2.98    232708  12360616 121634884     22.68   3414644  22383864       296
01:19:14 AM 497981860 498323864  15800260      2.99    232724  12360760 121647380     22.68   3414660  22437232       320
01:19:24 AM 497991540 498333808  15628304      2.96    232732  12518716 121693448     22.69   3414668  22433864       268
01:19:34 AM 498077836 498420300  15543916      2.94    232740  12518860 121497064     22.65   3414676  22277772       124
01:19:44 AM 498158536 498501008  15465264      2.93    232744  12519040 121506744     22.66   3414680  22264068       112
01:19:54 AM 498105884 498449224  15518700      2.94    232760  12519964 121566116     22.67   3414696  22365096       268
01:20:04 AM 497999916 498343364  15624180      2.96    232768  12520128 121632144     22.68   3414704  22432756       128
01:20:14 AM 498010524 498354100  15612748      2.96    232784  12520264 121643088     22.68   3414720  22405104       100
01:20:24 AM 498008132 498351848  15617076      2.96    232796  12520424 121617128     22.68   3414724  22436472       120
01:20:34 AM 498009528 498353364  15613216      2.96    232808  12520560 121654632     22.68   3414736  22439820        64
01:20:44 AM 502132532 502478884  15767952      2.99    233156   8256860 105687472     19.71   3415336  18814244      1660
01:20:54 AM 499473452 499821840  14791148      2.80    233292  11879288 120649808     22.50   3416152  21223540       492
01:21:04 AM 498918656 499267288  15164848      2.87    233308  12062296 121014484     22.56   3416168  21741716       344
01:21:14 AM 498627724 498976524  15334580      2.90    233320  12182740 121343392     22.63   3416176  22059284       484
01:21:24 AM 498547048 498895952  15389776      2.92    233332  12207924 121435596     22.64   3416188  22095592       344
01:21:34 AM 498578068 498927108  15358432      2.91    233348  12208072 121310296     22.62   3416204  22055384       308
01:21:44 AM 498466168 498815536  15370000      2.91    233364  12311488 121515200     22.66   3416216  22199072       572
01:21:54 AM 498346116 498696744  15485796      2.93    233380  12312120 121639848     22.68   3416236  22306172       324
01:22:04 AM 498094348 498444596  15739100      2.98    233388  12312268 121753544     22.70   3416244  22517704       164
01:22:14 AM 498066584 498417012  15766164      2.99    233400  12312420 121844928     22.72   3416256  22543728       108
01:22:24 AM 498125652 498476236  15708084      2.98    233420  12312564 121734780     22.70   3416276  22522476       156
01:22:34 AM 498056540 498407276  15776160      2.99    233456  12312704 121797664     22.71   3416308  22565016        96
01:22:44 AM 498008956 498360096  15824532      3.00    233536  12313028 121831664     22.72   3416384  22571236       356
01:22:54 AM 497830588 498182808  16002160      3.03    233564  12314084 121911364     22.73   3416420  22710012       256
01:23:04 AM 497888640 498241016  15942508      3.02    233572  12314228 121857800     22.72   3416412  22648268       100
Average:    500195096 500267211  14668943      2.78    212326  11380982 114662893     21.38   3415554  20540088       367
